451 415
465 421
485 434
493 448
509 459
520 458
521 479
540 487
548 497
558 510
574 516
583 525
591 529
599 538
610 546
627 555
642 574
653 574
660 586
694 602
709 617
734 639
751 653
763 668
766 679
779 686
808 697
785 688
794 704
799 699
799 709
812 715
837 724
853 746
876 758
897 779
922 798
949 816
979 837
988 858
1025    881
1063    905
1104    934
1131    968
1137    983
1178    1013
1211    1034
1256    1064
1290    1101
1314    1102
1346    1145
1385    1173
1416    1216
1436    1229
1462    1242
1493    1267
1516    1295
1557    1317
1613    1355
1642    1371
1690    1402
1759    1452
1756    1485
1780    1516
1807    1549
1831    1567
1873    1588
1897    1631
1910    1650
1943    1685
1976    1722
2018    1752
2040    1774
2070    1807
2121    1831
2132    1842
2199    1890
2253    1958
2276    1948
2318    1994
2369    2061
2423    2056
2457    2102
2470    2121
2521    2145
2545    2164
2580    2206
2620    2225
2639    2235
2618    2237
2628    2250
2651    2271
