19610131 0.058011 0.081767 0.084824 0.087414 0.099884
19610228 0.029241 0.055524 0.067772 0.079544 0.079434
19610330 0.025896 0.041304 0.055696 0.065426 0.069637
19610428 0.005667 0.00078 0.005113 0.022786 0.019822
19610531 0.019208 0.04959 0.047651 0.031453 0.047365
19610630 -0.02467 -0.040046 -0.058176 -0.05658 -0.054167
19610731 0.035668 0.00937 0.015683 0.007236 0.006874
19610831 0.024092 0.015614 0.002649 0.017308 0.008401
19610929 -0.016177 -0.016758 -0.036383 -0.036254 -0.035323
19611031 0.028087 0.023155 0.014228 0.002641 0.014696
19611130 0.048685 0.043721 0.05847 0.059676 0.05331
19611229 0.005025 -0.00404 -0.006061 -0.001381 -0.003988
19620131 -0.04526 -0.029078 -0.013662 -0.001095 0.017695
19620228 0.02362 0.015649 0.009741 0.005291 0.015502
19620330 -0.003898 -0.005748 -0.013257 -0.00406 -0.011476
19620430 -0.06129 -0.059029 -0.073714 -0.078225 -0.07747
19620531 -0.078846 -0.10734 -0.103165 -0.104701 -0.090178
19620629 -0.083259 -0.085625 -0.082146 -0.080488 -0.094572
19620731 0.068084 0.051869 0.063079 0.06862 0.075777
19620831 0.020698 0.022439 0.042008 0.036113 0.035866
19620928 -0.044818 -0.059073 -0.073489 -0.074478 -0.068681
19621031 0.012499 -0.017068 -0.045945 -0.037417 -0.035878
19621130 0.099604 0.125354 0.151628 0.138666 0.127008
19621231 0.019592 -0.007943 -0.028677 -0.019245 -0.026443
19630131 0.045429 0.066401 0.078435 0.079671 0.098466
19630228 -0.023884 -0.017365 -0.017099 -0.017564 -0.010837
19630329 0.038267 0.018539 0.017535 0.007988 0.017452
19630430 0.052166 0.032948 0.030898 0.035692 0.041685
19630531 0.015735 0.036258 0.036185 0.025685 0.037916
19630628 -0.020691 -0.020601 -0.012868 -0.010554 -0.006755
19630731 0.003275 -0.020085 -0.011236 -0.009156 -0.017786
19630830 0.052318 0.044707 0.060531 0.053596 0.049038
19630930 -0.009125 -0.017719 -0.017568 -0.019429 -0.018032
19631031 0.035121 0.013527 0.017561 0.022257 0.027398
19631129 -0.005387 -0.017011 -0.013816 -0.013097 -0.019574
19631231 0.025565 0.005644 0.008133 0.01515 -0.00852
19640131 0.031144 0.007448 0.00997 0.026978 0.018448
19640228 0.01576 0.027548 0.022391 0.026954 0.032145
19640331 0.012396 0.026343 0.031663 0.051801 0.020691
19640430 0.008592 -0.011836 -0.005482 -0.004175 0.000741
19640528 0.017664 0.012549 0.020286 0.019999 0.014669
19640630 0.015844 0.016338 0.017895 0.009313 0.01541
19640731 0.016735 0.029591 0.018899 0.016804 0.03737
19640831 -0.013134 -0.009553 -0.007125 -0.018822 -0.010238
19640930 0.027702 0.029679 0.028927 0.030586 0.028155
19641030 0.00624 0.024678 0.013845 0.011021 0.008666
19641130 0.003817 0.006991 0.001542 -0.01085 0.000445
19641231 0.007182 -0.007063 0.003176 -0.008248 -0.006053
19650129 0.03081 0.05347 0.056701 0.059188 0.073768
19650226 -0.003587 0.035618 0.039489 0.034346 0.037567
19650331 -0.015123 0.005503 0.006087 0.003118 0.001695
19650430 0.034077 0.040189 0.040659 0.050317 0.044846
19650528 -0.002959 -0.000256 -0.010388 -0.01348 -0.008515
19650630 -0.04043 -0.079003 -0.082537 -0.091463 -0.092988
19650730 0.011193 0.034897 0.031995 0.035329 0.034813
19650831 0.024496 0.052501 0.073521 0.050341 0.041935
19650930 0.032489 0.03242 0.036074 0.047707 0.025653
19651029 0.022185 0.043739 0.057612 0.04854 0.061102
19651130 -0.010616 0.047903 0.038768 0.043934 0.030296
19651231 0.006171 0.022772 0.04622 0.036522 0.04041
19660131 -0.001079 0.032516 0.051545 0.038548 0.0559
19660228 -0.016176 0.006879 0.007181 0.02624 0.030509
19660331 -0.02382 -0.026027 -0.030158 -0.023698 -0.029103
19660429 0.019589 0.044579 0.037327 0.055602 0.049785
19660531 -0.042101 -0.070124 -0.081339 -0.095731 -0.095993
19660630 -0.015246 -0.00579 -0.003098 0.004753 0.000478
19660729 -0.012703 -0.010825 -0.007699 -0.020526 -0.013839
19660831 -0.067081 -0.086849 -0.095743 -0.102587 -0.10754
19660930 -0.002101 -0.018871 -0.013128 -0.015887 -0.017436
19661031 0.054016 0.018352 0.016467 -0.024003 -0.003838
19661130 0.008646 0.033457 0.057705 0.045169 0.03623
19661230 -0.004802 0.017467 0.027783 0.027085 0.020384
19670131 0.068568 0.152216 0.139355 0.172073 0.181216
19670228 0.008735 0.014809 0.027415 0.030495 0.021761
19670331 0.039698 0.051478 0.05919 0.066544 0.054625
19670428 0.04403 0.038164 0.039835 0.029894 0.048223
19670531 -0.050631 -0.005738 -0.018826 -0.02303 -0.014564
19670630 0.014998 0.057569 0.052921 0.069263 0.092635
19670731 0.041034 0.059991 0.069486 0.072187 0.088511
19670831 -0.008704 -0.000423 0.001331 -0.010625 0.007378
19670929 0.03492 0.040354 0.031754 0.05242 0.058644
19671031 -0.017631 -0.033172 -0.038599 -0.023495 -0.019069
19671130 0.007657 0.008903 0.011014 0.00932 0.000238
19671229 0.02325 0.049507 0.072564 0.080164 0.108225
19680131 -0.046267 -0.01887 -0.011007 -0.011001 0.012223
19680229 -0.024984 -0.046723 -0.051896 -0.051205 -0.063747
19680329 0.012511 0.001843 -0.020094 -0.014687 -0.00696
19680430 0.080396 0.121345 0.144744 0.136842 0.161397
19680531 0.011076 0.073687 0.05636 0.071673 0.085896
19680628 0.007917 0.015238 0.010651 0.009971 -0.013351
19680730 -0.015339 -0.048454 -0.026071 -0.048066 -0.017505
19680830 0.013173 0.025587 0.040771 0.026996 0.038563
19680930 0.031751 0.048021 0.073352 0.070035 0.070224
19681031 0.00741 0.025906 0.012873 -2.2e-05 0.014855
19681129 0.047482 0.075815 0.082327 0.086887 0.085272
19681231 -0.044984 -0.013146 -0.025891 -0.020212 -0.00271
19690131 -0.008208 -0.020841 -0.007046 -0.005223 -0.010035
19690228 -0.037417 -0.070136 -0.079594 -0.08297 -0.091762
19690328 0.041346 0.008464 0.027518 0.007747 0.025983
19690430 0.024883 0.015238 0.003569 0.016626 0.001359
19690529 0.006649 0.00606 -0.006422 -0.008365 -0.005067
19690630 -0.048659 -0.104041 -0.098697 -0.121204 -0.12106
19690731 -0.056311 -0.081753 -0.085856 -0.089733 -0.101395
19690829 0.050951 0.066671 0.077063 0.052907 0.058789
19690930 -0.030304 -0.011879 -0.007666 -0.000848 -0.010083
19691031 0.041143 0.084518 0.073577 0.077445 0.099794
19691128 -0.026198 -0.049312 -0.043093 -0.049919 -0.041825
19691231 -0.010351 -0.022934 -0.040325 -0.053748 -0.060937
19700130 -0.080692 -0.058264 -0.061995 -0.069159 -0.06951
19700227 0.056258 0.054954 0.032725 0.043286 0.027462
19700331 0.001078 -0.016616 -0.018619 -0.020677 -0.025302
19700430 -0.084833 -0.14725 -0.143494 -0.167251 -0.184454
19700529 -0.048462 -0.102908 -0.099348 -0.108043 -0.089335
19700630 -0.048952 -0.066446 -0.050434 -0.072192 -0.106483
19700731 0.073319 0.065855 0.083821 0.072349 0.073639
19700831 0.044079 0.071947 0.05682 0.070298 0.081008
19700930 0.029107 0.09964 0.095249 0.121934 0.146613
19701030 -0.004906 -0.042688 -0.040713 -0.042701 -0.067562
19701130 0.054586 0.035799 0.034245 0.031376 0.01418
19701231 0.050112 0.081347 0.085335 0.0833 0.077625
19710129 0.034885 0.095505 0.096981 0.094223 0.114811
19710226 0.013189 0.018036 0.028054 0.029833 0.032571
19710331 0.041144 0.047222 0.072146 0.055663 0.057955
19710430 0.034221 0.04736 0.046557 0.021495 0.025426
19710528 -0.037548 -0.039358 -0.045751 -0.048309 -0.04711
19710630 0.006808 -0.013048 -0.002724 -0.009377 -0.018308
19710730 -0.038081 -0.057425 -0.033655 -0.054301 -0.057871
19710831 0.039668 0.06418 0.035709 0.052473 0.049084
19710930 -0.004516 -0.000638 -0.00596 -0.003579 -0.012392
19711029 -0.032954 -0.054749 -0.065627 -0.046771 -0.057066
19711130 0.009671 -0.02662 -0.017449 -0.014659 -0.030942
19711231 0.079864 0.111563 0.113223 0.12618 0.126228
19720131 0.016369 0.043855 0.061016 0.062418 0.081286
19720229 0.030204 0.040274 0.027236 0.033157 0.04294
19720330 0.012325 0.003607 0.004756 0.012749 -0.002949
19720428 0.007168 -0.000285 -0.006312 0.019253 0.006462
19720531 0.027161 0.002152 -0.016057 -0.018124 -0.031431
19720630 -0.014936 -0.018578 -0.037638 -0.029081 -0.030351
