20010131 0.317647 -0.048205
20010228 -0.106875 -0.08569
20010330 -0.037237 -0.145012
20010430 0.19713 0.022808
20010531 -0.027792 0.026196
20010629 0.010733 -0.046835
20010731 -0.068938 -0.008889
20010831 -0.048665 0.091256
20010928 -0.082341 -0.033696
20011031 0.17826 0.021985
20011130 0.07088 -0.015455
20011231 0.046457 0.004046
20020131 -0.108052 -0.07211
20020228 -0.089258 0.0832
20020328 0.059927 0.106985
20020430 -0.194615 0.062189
20020531 -0.037727 0.000901
20020628 -0.105034 0.011519
20020731 -0.022222 -0.108214
20020830 0.072869 0.021225
20020930 -0.226453 -0.055686
20021031 0.353799 -0.030859
20021129 0.10299 -0.013769
20021231 -0.108375 -0.039439
20030131 0.009032 -0.077099
20030228 -0.001279 -0.005932
20030331 0.006158 0.011934
20030430 0.082494 -0.001976
20030530 0.038869 0.12797
20030630 -0.062926 0.023261
20030731 -0.015152 -0.031028
20030829 0.011323 -0.032244
20030930 0.077064 -0.007813
20031031 0.013019 0.080075
20031128 0.013634 0.006897
20031231 0.023636 0.091398
20040130 0.070673 -0.029754
20040227 -0.025899 0.014622
20040331 -0.04829 0.011809
20040430 -0.039961 0.005368
20040528 0.006805 0.015424
20040630 -0.004967 -0.012074
20040730 -0.012252 -0.131141
20040831 -0.025267 0.01938
20040930 0.012398 -0.098636
20041029 0.046769 0.015231
20041130 0.052033 -0.027054
20041231 0.046053 0.059272
20050131 -0.052343 -0.003602
20050228 -0.007065 0.031574
20050331 -0.012962 -0.01986
20050429 -0.16415 0.042477
20050531 -0.008248 0.027394
20050630 -0.017869 -0.058257
20050729 0.124798 0.048144
20050831 -0.031632 0.005484
20050930 -0.004962 -0.012045
20051031 0.020693 -0.009493
20051130 0.088178 0.004441
20051230 -0.075366 -0.055751
20060131 -0.010949 0.026544
20060228 -0.010578 0.014258
20060331 0.027792 0.005004
20060428 -0.001576 0.00215
20060531 -0.02599 0.049333
20060630 -0.038548 -0.015898
20060731 0.00768 0.034403
20060831 0.049864 0.006966
20060929 0.01198 0.004017
20061031 0.1268 0.045658
20061130 -0.001191 0.00899
20061229 0.056897 0.030322
20070131 0.020587 -0.007668
20070228 -0.059607 -0.025063
20070330 0.014203 0.035561
20070430 0.084341 0.087292
20070531 0.046864 0.015329
20070629 -0.012664 -0.006416
20070731 0.051306 -0.003823
20070831 0.058202 0.032048
20070928 0.009512 0.074935
20071031 -0.014261 0.074648
20071130 -0.090768 0.01101
20071231 0.027762 -0.011755
20080131 -0.009158 -0.038618
20080229 0.066754 -0.009153
20080331 0.011242 0.047725
20080430 0.048289 -0.032857
20080530 0.076471 -0.027348
20080630 -0.084215 -0.085575
20080731 0.079727 -0.009234
20080829 -0.044929 0.011068
20080930 -0.039185 0.022854
20081031 -0.205113 -0.166793
20081128 -0.116919 0.072401
20081231 0.031373 -0.034137
20090130 0.088997 -0.056329
20090227 0.009602 -0.043773
20090331 0.052809 0.085924
20090430 0.065229 -0.020478
20090529 0.035074 0.141928
20090630 -0.017501 -0.01546
20090731 0.129381 0.03855
20090831 0.005681 -0.021469
20090930 0.013215 0.109494
20091030 0.008361 -0.007263
20091130 0.052152 0.08066
20091231 0.036011 -0.003497
20100129 -0.065011 -0.048246
20100226 0.043468 -0.028203
20100331 0.008572 0.051593
20100430 0.005848 -0.028182
20100528 -0.023953 -0.038354
20100630 -0.01421 -0.016342
20100730 0.039844 0.099561
20100831 -0.035981 0.014017
20100930 0.089418 0.055071
20101029 0.070523 0.047847
20101130 -0.010376 0.037345
20101231 0.037466 0.041159
20110131 0.103843 -0.044397
20110228 0.003272 0.017025
20110331 0.007351 0.045213
20110429 0.046054 0.016883
20110531 -0.005276 -0.009635
20110630 0.015509 0.014219
20110729 0.060041 0.0107
20110831 -0.050536 0.035877
20110930 0.017218 -0.034351
20111031 0.055813 0.011249
20111130 0.022315 -0.009075
20111230 -0.021915 0.040756
