107.1     106.5     110.9
113.5     112.4     114.6
112.7     111.8     115.5
114.7     113.3     117.0
123.4     124.5     135.0
123.6     124.3     132.8
116.3     116.5     122.6
118.5     118.6     123.8
119.8     119.6     128.9
120.3     119.4     126.7
127.4     128.6     139.3
125.1     126.3     135.7
127.6     126.8     135.6
129.0     125.7     146.0
124.6     120.8     140.7
134.1     127.9     147.0
146.5     147.6     163.9
171.2     169.8     194.3
178.6     177.6     200.8
172.2     172.5     193.4
171.5     170.1     190.3
163.6     171.3     188.0
185.6     189.9     196.1
198.8     206.9     215.0
195.7     197.4     201.6
190.3     195.0     203.4
207.9     214.2     222.1
212.8     219.2     228.7
199.9     205.6     216.1
185.3     193.4     200.2
183.0     185.1     189.6
173.5     174.0     173.3
172.2     173.2     169.7
165.3     164.5     161.0
159.9     158.9     151.7
170.3     169.7     167.1
172.2     174.4     174.4
184.5     186.2     189.7
185.0     184.7     187.4
177.7     176.4     178.4
169.1     167.6     165.8
174.7     170.9     164.9
169.4     168.3     171.8
177.8     176.4     175.4
170.1     168.6     165.9
167.1     164.6     157.3
171.4     170.1     161.4
172.3     169.4     159.2
152.6     149.6     142.8
144.1     139.5     138.5
143.5     137.3     134.2
135.6     129.7     126.1
135.4     128.4     124.2
134.5     126.9     122.7
136.1     128.8     123.5
135.6     126.5     118.3
122.8     116.6     112.3
119.0     113.4     105.7
108.5     102.8      97.7
113.3     107.7     105.8
114.8     109.4     106.9
120.9     114.9     110.0
123.7     117.5     114.3
127.8     120.0     118.8
125.4     117.6     117.2
131.5     124.0     126.1
127.7     119.7     120.5
131.2     125.0     125.6
145.2     141.1     132.0
141.9     137.0     134.6
139.3     132.3     130.3
141.1     134.8     137.0
135.9     129.7     136.6
136.5     128.7     137.0
137.2     129.9     138.4
143.8     137.2     142.9
138.7     132.8     140.4
133.9     127.5     136.0
137.7     131.2     140.1
143.8     137.1     148.2
140.8     135.5     146.4
153.4     147.1     158.5
157.5     151.6     163.5
179.5     173.6     187.1
177.5     171.6     181.7
178.0     170.8     181.5
176.8     172.4     181.9
179.8     174.9     190.9
174.2     168.1     186.9
171.1     164.7     180.1
175.9     170.0     184.8
172.2     164.9     174.8
164.7     157.9     169.0
175.7     169.2     178.4
177.4     168.6     175.3
187.5     179.8     178.2
190.7     179.0     182.0
190.4     179.2     188.6
192.4     181.4     190.8
192.9     181.8     192.2
