    608   1016
    451    921
    529    934
    543    976
    525    930
    549   1052
    525   1184
    578   1089
    609   1087
    504   1154
    752   1330
    613   1980
    862   2223
    866   2203
   1016   2514
   1360   2726
   1482   3185
   1608   3351
   1800   3438
   1941   2917
   1229   2359
   1373   2240
   1611   2196
   1568   2111
    983   1806
   1046   1644
   1453   1814
   1504   1770
    807   1518
    339   1103
    562   1266
    745   1473
    749   1423
    862   1767
   1034   2161
   1054   2336
   1164   2602
   1102   2518
   1145   2637
   1012   2177
    836   1920
    941   1910
    981   1984
    974   1787
    766   1689
    920   1866
    964   1896
    811   1684
    789   1633
    802   1657
    770   1569
    639   1390
    644   1387
    564   1289
